dataset	dimensions	fold	segment	rotation	allocation	pair	coordinate0	bits_per_coordinate	original_bits
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	52	168	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	53	170	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	54	172	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	55	174	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	56	176	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	57	178	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	58	180	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	59	182	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	60	184	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	61	186	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	62	188	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	63	190	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	64	192	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	65	194	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	66	196	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	67	198	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	68	200	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	69	202	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	70	204	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	71	206	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	72	208	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	73	210	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	74	212	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	75	214	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	76	216	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	77	218	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	78	220	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	79	222	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	80	224	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	81	226	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	82	228	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	83	230	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	84	232	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	85	234	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	86	236	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	87	238	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	88	240	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	89	242	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	90	244	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	91	246	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	92	248	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	93	250	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	94	252	6	6
gist	960	A_TO_B	1	IDENTITY	ADAPTIVE	95	254	6	6
gist	960	A_TO_B	1	QR	UNIFORM	0	64	6	6
gist	960	A_TO_B	1	QR	UNIFORM	1	66	6	6
gist	960	A_TO_B	1	QR	UNIFORM	2	68	6	6
gist	960	A_TO_B	1	QR	UNIFORM	3	70	6	6
gist	960	A_TO_B	1	QR	UNIFORM	4	72	6	6
gist	960	A_TO_B	1	QR	UNIFORM	5	74	6	6
gist	960	A_TO_B	1	QR	UNIFORM	6	76	6	6
gist	960	A_TO_B	1	QR	UNIFORM	7	78	6	6
gist	960	A_TO_B	1	QR	UNIFORM	8	80	6	6
gist	960	A_TO_B	1	QR	UNIFORM	9	82	6	6
gist	960	A_TO_B	1	QR	UNIFORM	10	84	6	6
gist	960	A_TO_B	1	QR	UNIFORM	11	86	6	6
gist	960	A_TO_B	1	QR	UNIFORM	12	88	6	6
gist	960	A_TO_B	1	QR	UNIFORM	13	90	6	6
gist	960	A_TO_B	1	QR	UNIFORM	14	92	6	6
gist	960	A_TO_B	1	QR	UNIFORM	15	94	6	6
gist	960	A_TO_B	1	QR	UNIFORM	16	96	6	6
gist	960	A_TO_B	1	QR	UNIFORM	17	98	6	6
gist	960	A_TO_B	1	QR	UNIFORM	18	100	6	6
gist	960	A_TO_B	1	QR	UNIFORM	19	102	6	6
gist	960	A_TO_B	1	QR	UNIFORM	20	104	6	6
gist	960	A_TO_B	1	QR	UNIFORM	21	106	6	6
gist	960	A_TO_B	1	QR	UNIFORM	22	108	6	6
gist	960	A_TO_B	1	QR	UNIFORM	23	110	6	6
gist	960	A_TO_B	1	QR	UNIFORM	24	112	6	6
gist	960	A_TO_B	1	QR	UNIFORM	25	114	6	6
gist	960	A_TO_B	1	QR	UNIFORM	26	116	6	6
gist	960	A_TO_B	1	QR	UNIFORM	27	118	6	6
gist	960	A_TO_B	1	QR	UNIFORM	28	120	6	6
gist	960	A_TO_B	1	QR	UNIFORM	29	122	6	6
gist	960	A_TO_B	1	QR	UNIFORM	30	124	6	6
gist	960	A_TO_B	1	QR	UNIFORM	31	126	6	6
gist	960	A_TO_B	1	QR	UNIFORM	32	128	6	6
gist	960	A_TO_B	1	QR	UNIFORM	33	130	6	6
gist	960	A_TO_B	1	QR	UNIFORM	34	132	6	6
gist	960	A_TO_B	1	QR	UNIFORM	35	134	6	6
gist	960	A_TO_B	1	QR	UNIFORM	36	136	6	6
gist	960	A_TO_B	1	QR	UNIFORM	37	138	6	6
gist	960	A_TO_B	1	QR	UNIFORM	38	140	6	6
gist	960	A_TO_B	1	QR	UNIFORM	39	142	6	6
gist	960	A_TO_B	1	QR	UNIFORM	40	144	6	6
gist	960	A_TO_B	1	QR	UNIFORM	41	146	6	6
gist	960	A_TO_B	1	QR	UNIFORM	42	148	6	6
gist	960	A_TO_B	1	QR	UNIFORM	43	150	6	6
gist	960	A_TO_B	1	QR	UNIFORM	44	152	6	6
gist	960	A_TO_B	1	QR	UNIFORM	45	154	6	6
gist	960	A_TO_B	1	QR	UNIFORM	46	156	6	6
gist	960	A_TO_B	1	QR	UNIFORM	47	158	6	6
gist	960	A_TO_B	1	QR	UNIFORM	48	160	6	6
gist	960	A_TO_B	1	QR	UNIFORM	49	162	6	6
gist	960	A_TO_B	1	QR	UNIFORM	50	164	6	6
gist	960	A_TO_B	1	QR	UNIFORM	51	166	6	6
gist	960	A_TO_B	1	QR	UNIFORM	52	168	6	6
gist	960	A_TO_B	1	QR	UNIFORM	53	170	6	6
gist	960	A_TO_B	1	QR	UNIFORM	54	172	6	6
gist	960	A_TO_B	1	QR	UNIFORM	55	174	6	6
gist	960	A_TO_B	1	QR	UNIFORM	56	176	6	6
gist	960	A_TO_B	1	QR	UNIFORM	57	178	6	6
gist	960	A_TO_B	1	QR	UNIFORM	58	180	6	6
gist	960	A_TO_B	1	QR	UNIFORM	59	182	6	6
gist	960	A_TO_B	1	QR	UNIFORM	60	184	6	6
gist	960	A_TO_B	1	QR	UNIFORM	61	186	6	6
gist	960	A_TO_B	1	QR	UNIFORM	62	188	6	6
gist	960	A_TO_B	1	QR	UNIFORM	63	190	6	6
gist	960	A_TO_B	1	QR	UNIFORM	64	192	6	6
gist	960	A_TO_B	1	QR	UNIFORM	65	194	6	6
gist	960	A_TO_B	1	QR	UNIFORM	66	196	6	6
gist	960	A_TO_B	1	QR	UNIFORM	67	198	6	6
gist	960	A_TO_B	1	QR	UNIFORM	68	200	6	6
gist	960	A_TO_B	1	QR	UNIFORM	69	202	6	6
gist	960	A_TO_B	1	QR	UNIFORM	70	204	6	6
gist	960	A_TO_B	1	QR	UNIFORM	71	206	6	6
gist	960	A_TO_B	1	QR	UNIFORM	72	208	6	6
gist	960	A_TO_B	1	QR	UNIFORM	73	210	6	6
gist	960	A_TO_B	1	QR	UNIFORM	74	212	6	6
gist	960	A_TO_B	1	QR	UNIFORM	75	214	6	6
gist	960	A_TO_B	1	QR	UNIFORM	76	216	6	6
gist	960	A_TO_B	1	QR	UNIFORM	77	218	6	6
gist	960	A_TO_B	1	QR	UNIFORM	78	220	6	6
gist	960	A_TO_B	1	QR	UNIFORM	79	222	6	6
gist	960	A_TO_B	1	QR	UNIFORM	80	224	6	6
gist	960	A_TO_B	1	QR	UNIFORM	81	226	6	6
gist	960	A_TO_B	1	QR	UNIFORM	82	228	6	6
gist	960	A_TO_B	1	QR	UNIFORM	83	230	6	6
gist	960	A_TO_B	1	QR	UNIFORM	84	232	6	6
gist	960	A_TO_B	1	QR	UNIFORM	85	234	6	6
gist	960	A_TO_B	1	QR	UNIFORM	86	236	6	6
gist	960	A_TO_B	1	QR	UNIFORM	87	238	6	6
gist	960	A_TO_B	1	QR	UNIFORM	88	240	6	6
gist	960	A_TO_B	1	QR	UNIFORM	89	242	6	6
gist	960	A_TO_B	1	QR	UNIFORM	90	244	6	6
gist	960	A_TO_B	1	QR	UNIFORM	91	246	6	6
gist	960	A_TO_B	1	QR	UNIFORM	92	248	6	6
gist	960	A_TO_B	1	QR	UNIFORM	93	250	6	6
gist	960	A_TO_B	1	QR	UNIFORM	94	252	6	6
gist	960	A_TO_B	1	QR	UNIFORM	95	254	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	0	64	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	1	66	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	2	68	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	3	70	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	4	72	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	5	74	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	6	76	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	7	78	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	8	80	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	9	82	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	10	84	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	11	86	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	12	88	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	13	90	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	14	92	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	15	94	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	16	96	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	17	98	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	18	100	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	19	102	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	20	104	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	21	106	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	22	108	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	23	110	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	24	112	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	25	114	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	26	116	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	27	118	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	28	120	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	29	122	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	30	124	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	31	126	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	32	128	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	33	130	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	34	132	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	35	134	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	36	136	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	37	138	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	38	140	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	39	142	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	40	144	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	41	146	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	42	148	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	43	150	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	44	152	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	45	154	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	46	156	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	47	158	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	48	160	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	49	162	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	50	164	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	51	166	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	52	168	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	53	170	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	54	172	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	55	174	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	56	176	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	57	178	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	58	180	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	59	182	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	60	184	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	61	186	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	62	188	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	63	190	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	64	192	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	65	194	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	66	196	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	67	198	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	68	200	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	69	202	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	70	204	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	71	206	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	72	208	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	73	210	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	74	212	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	75	214	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	76	216	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	77	218	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	78	220	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	79	222	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	80	224	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	81	226	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	82	228	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	83	230	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	84	232	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	85	234	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	86	236	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	87	238	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	88	240	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	89	242	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	90	244	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	91	246	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	92	248	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	93	250	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	94	252	6	6
gist	960	A_TO_B	1	QR	ADAPTIVE	95	254	6	6
gist	960	A_TO_B	2	IDENTITY	UNIFORM	0	256	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	1	258	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	2	260	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	3	262	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	4	264	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	5	266	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	6	268	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	7	270	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	8	272	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	9	274	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	10	276	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	11	278	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	12	280	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	13	282	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	14	284	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	15	286	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	16	288	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	17	290	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	18	292	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	19	294	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	20	296	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	21	298	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	22	300	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	23	302	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	24	304	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	25	306	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	26	308	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	27	310	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	28	312	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	29	314	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	30	316	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	31	318	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	32	320	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	33	322	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	34	324	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	35	326	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	36	328	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	37	330	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	38	332	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	39	334	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	40	336	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	41	338	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	42	340	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	43	342	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	44	344	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	45	346	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	46	348	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	47	350	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	48	352	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	49	354	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	50	356	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	51	358	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	52	360	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	53	362	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	54	364	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	55	366	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	56	368	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	57	370	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	58	372	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	59	374	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	60	376	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	61	378	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	62	380	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	63	382	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	64	384	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	65	386	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	66	388	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	67	390	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	68	392	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	69	394	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	70	396	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	71	398	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	72	400	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	73	402	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	74	404	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	75	406	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	76	408	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	77	410	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	78	412	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	79	414	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	80	416	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	81	418	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	82	420	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	83	422	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	84	424	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	85	426	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	86	428	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	87	430	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	88	432	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	89	434	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	90	436	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	91	438	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	92	440	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	93	442	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	94	444	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	95	446	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	96	448	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	97	450	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	98	452	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	99	454	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	100	456	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	101	458	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	102	460	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	103	462	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	104	464	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	105	466	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	106	468	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	107	470	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	108	472	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	109	474	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	110	476	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	111	478	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	112	480	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	113	482	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	114	484	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	115	486	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	116	488	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	117	490	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	118	492	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	119	494	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	120	496	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	121	498	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	122	500	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	123	502	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	124	504	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	125	506	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	126	508	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	127	510	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	128	512	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	129	514	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	130	516	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	131	518	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	132	520	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	133	522	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	134	524	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	135	526	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	136	528	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	137	530	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	138	532	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	139	534	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	140	536	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	141	538	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	142	540	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	143	542	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	144	544	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	145	546	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	146	548	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	147	550	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	148	552	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	149	554	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	150	556	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	151	558	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	152	560	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	153	562	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	154	564	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	155	566	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	156	568	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	157	570	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	158	572	4	4
gist	960	A_TO_B	2	IDENTITY	UNIFORM	159	574	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	0	256	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	1	258	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	2	260	4	4
gist	960	A_TO_B	2	IDENTITY	ADAPTIVE	3	262	4	4
